Game,Date,P1,P19,P9,P15,P#,P2,P16,P#,P5,P#,P17,P10,P3,P12,P#,P8,P#,P18,P#,P13,P#,P11,P4,P#,P14,P7,P#,P6,P#,P20,P#
20045,20200602,12,4,2,9,#,7,5,#,8,#,1,5,2,8,#,3,#,1,#,9,#,8,4,#,5,14,#,10,#,6,#
20046,20200604,2,7,8,3,#,8,8,#,8,#,4,1,3,1,#,4,#,3,#,3,#,9,5,#,9,3,#,3,#,1,#
20047,20200607,4,2,2,2,#,4,7,#,4,#,2,3,12,1,#,1,#,2,#,1,#,3,3,#,10,4,#,2,#,2,#
20048,20200609,13,1,5,10,#,2,5,#,10,#,6,5,13,6,#,1,#,1,#,1,#,15,14,#,1,4,#,14,#,9,#
20049,20200611,3,4,1,3,#,1,2,#,3,#,3,3,3,1,#,7,#,4,#,2,#,9,10,#,2,4,#,4,#,2,#
20050,20200614,3,2,2,17,#,6,2,#,4,#,2,6,3,3,#,2,#,2,#,10,#,1,2,#,7,4,#,2,#,12,#
20051,20200616,1,11,2,5,#,3,2,#,1,#,2,4,10,5,#,4,#,2,#,1,#,1,3,#,1,4,#,2,#,1,#
20052,20200618,13,17,18,5,#,7,2,#,5,#,3,1,2,4,#,17,#,5,#,8,#,9,1,#,8,12,#,6,#,6,#
20053,20200621,1,1,7,1,#,6,7,#,4,#,2,2,2,1,#,2,#,2,#,4,#,2,4,#,2,4,#,5,#,1,#
20054,20200623,1,1,7,6,#,7,9,#,7,#,17,1,1,2,#,11,#,4,#,1,#,8,3,#,5,1,#,1,#,11,#
20055,20200625,9,4,5,1,#,9,9,#,1,#,4,2,8,9,#,1,#,3,#,1,#,3,5,#,6,11,#,12,#,2,#
20056,20200628,4,7,4,5,#,3,5,#,2,#,4,10,12,11,#,5,#,2,#,10,#,8,10,#,1,11,#,3,#,4,#
20057,20200630,8,4,8,2,#,3,6,#,3,#,2,5,5,5,#,2,#,1,#,4,#,4,4,#,4,4,#,11,#,10,#
20058,20200702,1,7,5,2,#,10,2,#,11,#,10,1,7,6,#,4,#,6,#,8,#,5,6,#,4,7,#,2,#,2,#
20059,20200705,8,3,1,2,#,13,6,#,2,#,6,1,5,2,#,3,#,2,#,12,#,10,5,#,1,3,#,3,#,3,#
20060,20200707,2,2,2,4,#,1,2,#,5,#,1,1,3,4,#,2,#,4,#,1,#,3,2,#,11,2,#,10,#,3,#
20061,20200709,15,5,2,11,#,1,8,#,5,#,12,4,3,11,#,3,#,1,#,7,#,15,9,#,13,5,#,2,#,7,#
20062,20200712,4,11,5,5,#,6,4,#,2,#,6,4,18,3,#,7,#,9,#,9,#,6,2,#,8,5,#,2,#,1,#
20063,20200714,4,9,4,3,#,8,2,#,4,#,9,5,8,10,#,8,#,3,#,4,#,4,13,#,12,7,#,16,#,5,#
20064,20200716,10,4,3,11,#,1,10,#,5,#,3,1,1,1,#,10,#,9,#,6,#,7,6,#,2,1,#,1,#,4,#
20065,20200719,2,11,9,2,#,4,2,#,2,#,10,4,2,5,#,6,#,9,#,5,#,3,7,#,1,8,#,1,#,7,#
20066,20200721,6,2,7,12,#,1,5,#,10,#,10,1,4,7,#,10,#,2,#,15,#,4,1,#,6,3,#,4,#,4,#
20067,20200723,3,11,2,3,#,5,1,#,9,#,2,3,1,1,#,1,#,1,#,3,#,4,3,#,5,11,#,1,#,4,#
20068,20200726,10,13,5,13,#,9,7,#,11,#,12,3,7,16,#,7,#,3,#,7,#,3,11,#,9,6,#,12,#,15,#
20069,20200728,3,3,1,3,#,1,2,#,10,#,6,4,7,1,#,3,#,11,#,3,#,4,2,#,2,3,#,11,#,1,#
20070,20200730,5,2,3,1,#,5,5,#,2,#,3,1,2,3,#,1,#,3,#,3,#,6,5,#,2,5,#,4,#,6,#
20071,20200802,1,9,1,2,#,7,6,#,2,#,10,5,2,4,#,2,#,3,#,3,#,4,13,#,8,6,#,4,#,6,#
20072,20200804,7,8,10,2,#,5,5,#,3,#,4,4,13,2,#,2,#,4,#,12,#,1,6,#,5,2,#,6,#,3,#
20073,20200806,3,4,7,8,#,4,7,#,5,#,17,1,5,4,#,1,#,1,#,8,#,4,9,#,7,11,#,2,#,6,#
20074,20200809,4,1,3,2,#,3,1,#,1,#,2,1,2,2,#,3,#,2,#,4,#,3,5,#,1,2,#,7,#,4,#
20075,20200811,3,4,5,1,#,2,8,#,1,#,1,2,3,2,#,3,#,3,#,4,#,4,3,#,2,1,#,4,#,4,#
20076,20200813,1,1,5,8,#,9,4,#,3,#,6,2,2,4,#,7,#,5,#,2,#,4,15,#,7,6,#,3,#,6,#
20077,20200816,3,9,3,17,#,1,10,#,11,#,7,4,1,1,#,4,#,1,#,3,#,4,9,#,6,2,#,4,#,10,#
20078,20200818,1,6,1,3,#,1,2,#,10,#,6,1,2,3,#,6,#,1,#,6,#,2,1,#,5,1,#,6,#,11,#
20079,20200820,7,2,1,8,#,1,1,#,5,#,13,11,12,4,#,8,#,15,#,3,#,5,12,#,3,1,#,3,#,9,#
20080,20200823,2,7,9,7,#,8,1,#,5,#,2,8,13,6,#,15,#,14,#,8,#,1,3,#,3,4,#,6,#,7,#
20081,20200825,4,2,8,1,#,4,2,#,1,#,1,3,5,2,#,3,#,3,#,2,#,7,1,#,4,10,#,7,#,3,#
20082,20200827,1,6,2,2,#,5,5,#,10,#,10,1,2,7,#,13,#,10,#,12,#,2,13,#,12,9,#,10,#,9,#
20083,20200830,6,17,8,4,#,1,2,#,4,#,10,7,6,1,#,1,#,4,#,14,#,10,9,#,1,10,#,5,#,9,#
20084,20200901,6,1,2,13,#,1,3,#,5,#,2,4,12,7,#,1,#,7,#,6,#,3,6,#,5,11,#,5,#,2,#
20085,20200903,3,3,5,1,#,3,2,#,10,#,7,12,1,5,#,7,#,5,#,9,#,3,4,#,5,4,#,4,#,11,#
20086,20200906,4,1,7,2,#,2,6,#,5,#,1,2,3,11,#,8,#,5,#,1,#,1,3,#,1,2,#,2,#,2,#
20087,20200908,3,11,8,3,#,2,14,#,15,#,15,2,9,7,#,14,#,13,#,15,#,3,9,#,6,6,#,4,#,2,#
20088,20200910,12,18,18,12,#,8,11,#,3,#,6,11,14,6,#,5,#,5,#,5,#,1,9,#,9,13,#,11,#,5,#
20089,20200913,7,9,2,4,#,9,9,#,8,#,1,2,4,2,#,2,#,4,#,3,#,2,2,#,7,4,#,14,#,4,#
20090,20200915,13,10,2,3,#,16,10,#,5,#,8,10,4,4,#,12,#,5,#,16,#,16,10,#,10,17,#,4,#,5,#
20091,20200917,6,4,3,9,#,7,13,#,2,#,3,5,4,2,#,2,#,12,#,6,#,2,7,#,3,1,#,5,#,2,#
20092,20200920,1,5,3,6,#,2,9,#,8,#,17,2,6,6,#,10,#,5,#,11,#,4,5,#,13,3,#,6,#,10,#
20093,20200922,2,2,1,2,#,3,2,#,1,#,1,1,2,5,#,6,#,2,#,2,#,2,1,#,4,1,#,1,#,3,#
20094,20200924,6,4,9,8,#,4,5,#,4,#,13,1,3,3,#,1,#,2,#,2,#,8,7,#,9,5,#,5,#,15,#
20095,20200927,3,2,2,2,#,2,4,#,2,#,2,6,2,4,#,6,#,4,#,2,#,4,2,#,3,1,#,2,#,3,#
20096,20200929,5,2,11,3,#,3,5,#,11,#,15,12,6,15,#,14,#,17,#,11,#,9,14,#,14,13,#,9,#,15,#
20097,20201006,2,10,9,6,#,8,10,#,1,#,5,6,7,5,#,2,#,17,#,3,#,4,4,#,3,1,#,6,#,1,#
20098,20201008,2,2,4,6,#,5,3,#,3,#,10,6,1,6,#,12,#,9,#,1,#,3,9,#,5,1,#,4,#,6,#
20099,20201011,4,2,1,4,#,1,1,#,1,#,4,2,3,2,#,4,#,1,#,5,#,5,2,#,1,1,#,2,#,4,#
20100,20201013,9,5,9,7,#,7,14,#,12,#,7,9,5,19,#,9,#,14,#,7,#,7,7,#,4,9,#,7,#,3,#
20101,20201015,1,3,1,1,#,2,6,#,2,#,8,8,3,1,#,6,#,4,#,1,#,5,4,#,7,2,#,6,#,4,#
20102,20201018,5,6,2,2,#,3,1,#,1,#,2,1,1,3,#,3,#,4,#,1,#,6,3,#,1,7,#,7,#,2,#
20103,20201020,1,1,1,4,#,1,2,#,5,#,2,6,2,6,#,11,#,1,#,2,#,5,2,#,1,1,#,12,#,4,#
20104,20201022,5,4,2,13,#,3,2,#,2,#,1,4,11,1,#,2,#,7,#,9,#,3,2,#,5,6,#,5,#,1,#
20105,20201025,1,7,1,2,#,12,5,#,1,#,9,1,5,2,#,5,#,4,#,8,#,1,3,#,8,3,#,2,#,4,#
20106,20201027,1,5,8,1,#,3,5,#,6,#,7,7,9,5,#,6,#,5,#,5,#,7,3,#,3,4,#,2,#,12,#
20107,20201029,1,1,1,3,#,2,1,#,1,#,5,2,2,2,#,5,#,6,#,1,#,2,1,#,1,2,#,3,#,2,#
20108,20201101,4,7,8,2,#,4,5,#,11,#,6,10,8,4,#,5,#,12,#,8,#,1,12,#,3,11,#,6,#,5,#
20109,20201103,2,7,5,1,#,16,12,#,9,#,12,13,8,6,#,9,#,6,#,5,#,4,19,#,4,3,#,5,#,3,#
20110,20201105,1,6,1,2,#,4,1,#,2,#,14,11,2,4,#,2,#,2,#,1,#,4,1,#,2,2,#,2,#,14,#
20111,20201108,7,4,6,3,#,6,1,#,6,#,2,4,4,2,#,5,#,4,#,6,#,9,3,#,2,11,#,4,#,9,#
20112,20201110,6,2,2,14,#,12,2,#,3,#,7,5,5,10,#,1,#,1,#,4,#,14,4,#,2,2,#,2,#,3,#
20113,20201112,7,1,4,6,#,2,10,#,7,#,4,4,16,1,#,2,#,5,#,11,#,2,11,#,6,10,#,2,#,4,#
20114,20201115,17,15,3,1,#,4,3,#,2,#,2,2,12,1,#,1,#,1,#,2,#,4,2,#,3,15,#,11,#,5,#
20115,20201117,3,1,10,1,#,8,3,#,3,#,1,9,8,3,#,6,#,4,#,1,#,1,3,#,1,2,#,2,#,2,#
20116,20201119,3,9,1,4,#,6,1,#,1,#,1,13,3,2,#,1,#,3,#,2,#,6,1,#,2,1,#,2,#,1,#
20117,20201122,3,1,4,12,#,2,3,#,6,#,7,5,6,8,#,2,#,1,#,3,#,3,2,#,2,1,#,6,#,1,#
20118,20201124,11,5,13,15,#,3,6,#,3,#,2,1,8,3,#,17,#,3,#,1,#,5,8,#,8,7,#,3,#,10,#
20119,20201126,11,18,4,3,#,6,14,#,25,#,3,5,9,4,#,6,#,7,#,11,#,4,11,#,13,13,#,12,#,19,#
20120,20201129,1,1,1,1,#,1,3,#,3,#,2,1,2,2,#,1,#,1,#,8,#,2,2,#,4,2,#,1,#,3,#
20121,20201201,1,6,1,8,#,2,6,#,7,#,3,12,3,1,#,4,#,4,#,8,#,2,2,#,3,7,#,7,#,1,#
20122,20201203,2,13,2,5,#,4,6,#,7,#,3,4,4,16,#,2,#,1,#,8,#,2,8,#,3,2,#,2,#,1,#
20123,20201206,7,8,3,10,#,2,5,#,4,#,2,6,3,1,#,5,#,1,#,2,#,9,4,#,4,2,#,2,#,2,#
20124,20201208,4,2,1,2,#,5,2,#,1,#,3,9,4,5,#,2,#,4,#,8,#,1,6,#,12,3,#,1,#,2,#
20125,20201210,1,4,4,3,#,19,13,#,7,#,5,3,11,14,#,3,#,14,#,7,#,4,11,#,11,8,#,7,#,2,#
20126,20201213,3,6,3,1,#,1,14,#,6,#,3,1,5,6,#,5,#,1,#,9,#,2,1,#,10,4,#,1,#,6,#
20127,20201215,5,3,2,4,#,3,5,#,5,#,1,4,3,11,#,4,#,2,#,17,#,3,6,#,2,2,#,2,#,4,#
20128,20201217,7,3,13,3,#,2,6,#,5,#,6,1,9,2,#,5,#,6,#,12,#,10,4,#,4,8,#,4,#,2,#
20129,20201220,14,2,5,6,#,5,2,#,2,#,7,6,8,10,#,3,#,1,#,5,#,2,3,#,1,11,#,1,#,1,#
20130,20201222,7,7,13,6,#,2,10,#,2,#,1,4,13,4,#,4,#,5,#,12,#,4,5,#,3,13,#,3,#,3,#
20131,20201224,6,5,4,5,#,8,5,#,2,#,7,9,1,11,#,8,#,5,#,8,#,7,5,#,3,1,#,8,#,4,#
20132,20201227,2,1,1,2,#,1,2,#,3,#,3,1,1,5,#,1,#,3,#,1,#,4,6,#,4,2,#,1,#,1,#
20133,20201229,9,7,1,9,#,4,6,#,2,#,3,8,2,5,#,1,#,5,#,1,#,3,6,#,2,1,#,4,#,6,#
20134,20201231,7,2,3,2,#,13,4,#,5,#,1,2,2,3,#,2,#,1,#,3,#,1,1,#,4,1,#,5,#,6,#
21001,20210103,3,8,4,3,#,12,3,#,1,#,9,3,3,16,#,5,#,6,#,2,#,7,10,#,2,3,#,2,#,2,#
21002,20210105,10,7,3,1,#,5,2,#,1,#,4,8,12,6,#,5,#,5,#,2,#,2,7,#,3,1,#,9,#,5,#
21003,20210107,1,9,1,1,#,1,1,#,4,#,6,3,1,3,#,4,#,8,#,4,#,5,6,#,2,1,#,11,#,4,#
21004,20210110,5,3,4,6,#,17,5,#,12,#,3,5,10,2,#,4,#,10,#,7,#,3,2,#,2,7,#,2,#,1,#
21005,20210112,6,11,8,2,#,7,9,#,8,#,2,3,13,11,#,4,#,1,#,1,#,6,2,#,6,10,#,3,#,5,#
21006,20210114,3,7,2,5,#,5,13,#,10,#,7,9,6,4,#,6,#,15,#,7,#,7,12,#,4,16,#,2,#,2,#
21007,20210117,1,4,5,7,#,3,7,#,3,#,1,7,8,5,#,8,#,1,#,11,#,7,1,#,10,1,#,1,#,3,#
21008,20210119,2,1,11,6,#,10,11,#,3,#,4,1,5,1,#,1,#,3,#,8,#,2,4,#,3,6,#,1,#,5,#
21009,20210121,4,4,6,8,#,2,4,#,1,#,3,3,2,2,#,1,#,1,#,2,#,6,2,#,9,1,#,5,#,3,#
21010,20210124,1,3,1,3,#,1,7,#,4,#,1,2,5,1,#,12,#,2,#,1,#,14,9,#,6,3,#,6,#,1,#
21011,20210126,2,11,3,1,#,6,7,#,1,#,6,2,6,2,#,7,#,3,#,4,#,8,6,#,3,1,#,2,#,1,#
21012,20210128,2,8,6,2,#,1,6,#,3,#,3,1,3,6,#,2,#,1,#,4,#,2,2,#,2,2,#,7,#,2,#
21013,20210131,10,12,3,4,#,2,4,#,4,#,4,8,1,3,#,4,#,5,#,4,#,4,4,#,6,6,#,7,#,7,#
21014,20210202,7,11,7,1,#,3,5,#,3,#,1,4,5,1,#,1,#,3,#,3,#,2,1,#,1,1,#,1,#,1,#
21015,20210204,7,5,2,3,#,5,4,#,2,#,9,14,6,2,#,10,#,9,#,4,#,5,1,#,5,1,#,3,#,7,#
21016,20210207,3,4,2,2,#,5,7,#,1,#,3,2,2,1,#,1,#,5,#,5,#,2,5,#,6,8,#,8,#,11,#
21017,20210221,4,1,2,1,#,6,1,#,1,#,3,2,4,4,#,3,#,1,#,5,#,4,19,#,6,5,#,12,#,1,#
21018,20210223,2,4,4,6,#,2,18,#,2,#,1,1,3,3,#,7,#,10,#,2,#,5,6,#,2,11,#,3,#,5,#
21019,20210225,3,8,9,8,#,2,3,#,8,#,9,4,5,2,#,5,#,6,#,4,#,10,10,#,4,4,#,5,#,2,#
21020,20210228,4,2,1,1,#,5,1,#,2,#,1,6,1,1,#,2,#,6,#,5,#,3,1,#,2,3,#,2,#,2,#
21021,20210302,2,10,11,9,#,9,1,#,9,#,3,8,4,6,#,18,#,5,#,5,#,1,5,#,6,9,#,2,#,6,#
21022,20210304,5,11,7,3,#,7,7,#,13,#,4,12,11,6,#,5,#,6,#,4,#,2,3,#,7,14,#,2,#,8,#
21023,20210307,7,10,14,16,#,5,4,#,2,#,2,7,2,15,#,15,#,9,#,8,#,19,5,#,18,17,#,4,#,3,#
21024,20210309,8,2,5,2,#,4,4,#,5,#,5,5,2,5,#,3,#,4,#,4,#,2,1,#,4,4,#,3,#,1,#
21025,20210311,1,4,3,1,#,1,1,#,3,#,1,3,6,3,#,1,#,6,#,1,#,3,3,#,2,2,#,7,#,2,#
21026,20210314,5,2,7,1,#,3,3,#,6,#,1,4,4,3,#,13,#,2,#,2,#,1,2,#,3,8,#,5,#,1,#
21027,20210316,5,2,7,1,#,2,2,#,10,#,7,3,1,3,#,5,#,2,#,2,#,7,1,#,5,4,#,1,#,5,#
21028,20210318,9,5,4,9,#,9,6,#,3,#,3,6,5,14,#,1,#,9,#,3,#,10,5,#,3,13,#,6,#,8,#
21029,20210321,3,5,2,3,#,2,2,#,8,#,2,8,9,8,#,1,#,11,#,8,#,4,5,#,7,11,#,13,#,2,#
21030,20210323,7,6,2,2,#,1,2,#,5,#,2,1,4,3,#,1,#,10,#,5,#,1,2,#,1,6,#,1,#,4,#
21031,20210325,2,5,5,3,#,4,5,#,3,#,9,2,5,6,#,9,#,1,#,1,#,2,6,#,4,13,#,11,#,8,#
21032,20210328,10,13,7,10,#,11,2,#,6,#,12,1,14,18,#,8,#,4,#,1,#,3,9,#,9,7,#,5,#,6,#
21033,20210330,1,5,7,6,#,12,1,#,12,#,6,4,8,3,#,2,#,1,#,3,#,11,7,#,1,2,#,2,#,3,#
21034,20210401,3,5,2,2,#,1,2,#,1,#,1,1,4,2,#,1,#,2,#,6,#,5,8,#,3,3,#,1,#,3,#
21035,20210404,14,2,3,8,#,8,8,#,6,#,5,2,12,4,#,2,#,5,#,2,#,18,3,#,6,3,#,3,#,1,#
21036,20210406,8,12,5,3,#,2,3,#,5,#,3,6,9,5,#,2,#,2,#,7,#,3,10,#,6,10,#,2,#,12,#
21037,20210408,1,7,5,3,#,2,2,#,1,#,1,4,1,3,#,2,#,13,#,7,#,3,9,#,1,3,#,2,#,1,#
21038,20210411,3,3,2,6,#,2,13,#,4,#,3,6,5,8,#,2,#,6,#,1,#,5,3,#,4,5,#,5,#,2,#
21039,20210413,1,2,10,3,#,4,2,#,5,#,1,4,4,1,#,2,#,2,#,5,#,9,1,#,2,2,#,1,#,1,#
21040,20210415,1,5,7,5,#,2,3,#,1,#,10,4,6,5,#,1,#,2,#,7,#,3,2,#,4,7,#,7,#,3,#
21041,20210418,1,7,3,1,#,9,2,#,3,#,6,11,14,1,#,1,#,3,#,1,#,10,7,#,9,20,#,3,#,1,#
21042,20210420,5,7,7,6,#,4,2,#,3,#,3,3,7,6,#,2,#,5,#,5,#,1,3,#,3,7,#,2,#,4,#
21043,20210422,1,3,2,4,#,2,2,#,3,#,1,2,2,2,#,9,#,1,#,5,#,6,1,#,1,3,#,3,#,5,#
21044,20210425,6,8,2,1,#,5,7,#,2,#,12,9,1,7,#,3,#,4,#,1,#,15,4,#,5,5,#,1,#,5,#
21045,20210427,3,1,6,4,#,1,2,#,4,#,6,4,6,3,#,2,#,1,#,5,#,1,9,#,3,1,#,1,#,1,#
21046,20210429,4,9,5,5,#,1,10,#,3,#,3,3,1,2,#,4,#,8,#,1,#,2,11,#,3,5,#,11,#,1,#
21047,20210502,11,4,2,5,#,5,4,#,2,#,3,5,6,8,#,2,#,3,#,1,#,15,3,#,5,5,#,2,#,5,#
21048,20210504,3,1,1,11,#,10,1,#,3,#,11,1,3,1,#,1,#,9,#,8,#,2,2,#,1,6,#,6,#,1,#
21049,20210506,4,3,4,1,#,8,7,#,1,#,1,2,1,7,#,2,#,3,#,1,#,1,6,#,1,4,#,1,#,1,#
21050,20210509,1,3,2,9,#,5,9,#,1,#,2,3,1,12,#,3,#,1,#,3,#,3,13,#,7,3,#,14,#,7,#
21051,20210511,1,10,1,1,#,3,2,#,1,#,1,2,2,1,#,5,#,6,#,4,#,3,5,#,6,4,#,1,#,4,#
21052,20210513,2,1,1,9,#,3,1,#,1,#,2,1,1,1,#,1,#,2,#,2,#,1,2,#,1,2,#,1,#,4,#
21053,20210516,2,1,16,2,#,8,4,#,12,#,9,1,3,13,#,4,#,4,#,3,#,4,3,#,11,6,#,7,#,7,#
21054,20210518,7,4,3,1,#,7,7,#,7,#,7,6,4,7,#,6,#,8,#,4,#,6,5,#,9,3,#,17,#,5,#
21055,20210520,9,1,3,2,#,3,3,#,1,#,4,14,9,4,#,10,#,1,#,7,#,6,4,#,1,5,#,10,#,9,#
21056,20210523,8,1,3,6,#,4,2,#,2,#,1,4,2,1,#,1,#,1,#,10,#,3,3,#,9,7,#,7,#,4,#
21057,20210525,3,1,6,1,#,6,4,#,8,#,5,10,7,1,#,5,#,1,#,1,#,2,4,#,7,9,#,3,#,7,#
21058,20210527,2,6,2,5,#,9,4,#,5,#,5,6,5,6,#,3,#,5,#,7,#,5,2,#,3,2,#,5,#,2,#
21059,20210530,8,2,1,5,#,15,8,#,11,#,9,3,1,1,#,12,#,3,#,13,#,6,12,#,13,8,#,5,#,11,#
21060,20210601,3,4,13,22,#,4,13,#,5,#,9,20,7,9,#,6,#,7,#,3,#,10,8,#,2,9,#,15,#,7,#
21061,20210603,1,3,1,1,#,1,4,#,4,#,6,5,5,5,#,3,#,2,#,3,#,9,4,#,4,9,#,7,#,7,#
21062,20210606,6,1,5,13,#,4,7,#,7,#,8,4,6,6,#,15,#,7,#,1,#,6,17,#,14,3,#,1,#,7,#
21063,20210608,1,2,2,4,#,1,3,#,1,#,6,3,2,3,#,1,#,9,#,5,#,3,2,#,1,2,#,1,#,3,#
21064,20210610,6,1,2,8,#,2,1,#,4,#,4,1,2,5,#,2,#,1,#,8,#,2,3,#,10,2,#,5,#,4,#
21065,20210613,4,4,14,1,#,3,6,#,1,#,4,3,6,1,#,2,#,1,#,11,#,12,4,#,1,1,#,1,#,2,#
21066,20210615,4,10,6,6,#,11,1,#,16,#,6,2,8,9,#,1,#,2,#,2,#,1,4,#,1,1,#,3,#,1,#
21067,20210617,4,4,1,5,#,3,3,#,8,#,7,5,1,3,#,2,#,2,#,12,#,2,1,#,9,4,#,2,#,4,#
21068,20210620,2,5,1,8,#,16,1,#,3,#,4,1,7,3,#,4,#,1,#,6,#,3,8,#,3,1,#,1,#,3,#
21069,20210622,5,7,5,3,#,11,1,#,9,#,8,2,2,9,#,6,#,2,#,2,#,11,9,#,1,13,#,5,#,7,#
21070,20210624,4,2,8,5,#,2,10,#,9,#,2,6,1,2,#,1,#,3,#,4,#,1,2,#,1,3,#,4,#,2,#
21071,20210627,5,9,6,11,#,4,6,#,6,#,1,17,16,18,#,6,#,5,#,6,#,7,6,#,18,4,#,17,#,4,#
21072,20210629,2,1,4,1,#,1,7,#,7,#,1,5,3,1,#,3,#,3,#,2,#,2,2,#,6,6,#,16,#,2,#
21073,20210701,5,1,2,5,#,12,4,#,5,#,9,6,5,4,#,14,#,3,#,11,#,4,5,#,8,18,#,3,#,2,#
21074,20210704,2,4,1,3,#,3,2,#,2,#,9,4,2,1,#,1,#,1,#,2,#,3,4,#,3,3,#,1,#,2,#
21075,20210706,11,7,5,2,#,2,4,#,4,#,4,7,2,4,#,2,#,6,#,6,#,3,5,#,2,3,#,1,#,1,#
21076,20210708,4,3,2,4,#,11,5,#,1,#,2,6,2,7,#,1,#,2,#,10,#,3,7,#,8,8,#,5,#,1,#
21077,20210711,8,16,2,13,#,15,3,#,6,#,6,21,12,3,#,11,#,3,#,1,#,3,7,#,8,16,#,2,#,2,#
21078,20210713,5,8,1,7,#,9,3,#,4,#,5,3,3,6,#,6,#,11,#,4,#,7,6,#,1,3,#,4,#,2,#
21079,20210715,9,1,3,10,#,7,3,#,4,#,9,2,3,4,#,1,#,1,#,2,#,2,2,#,2,3,#,1,#,7,#
21080,20210718,2,2,3,9,#,7,5,#,1,#,2,1,17,9,#,4,#,11,#,1,#,5,9,#,3,3,#,3,#,16,#
21081,20210720,1,1,8,4,#,1,8,#,10,#,8,5,1,2,#,3,#,1,#,4,#,9,1,#,3,3,#,7,#,2,#
21082,20210722,2,4,1,7,#,1,3,#,1,#,2,17,3,4,#,5,#,1,#,1,#,1,1,#,1,2,#,11,#,4,#
21083,20210725,1,2,2,2,#,8,1,#,1,#,1,1,1,10,#,1,#,1,#,4,#,2,4,#,2,3,#,5,#,1,#
21084,20210727,6,6,4,1,#,4,8,#,1,#,4,1,4,4,#,6,#,3,#,4,#,1,2,#,2,4,#,5,#,3,#
21085,20210729,4,5,2,2,#,13,6,#,2,#,4,4,1,12,#,1,#,7,#,8,#,1,16,#,5,9,#,5,#,11,#
21086,20210801,2,5,4,2,#,8,3,#,5,#,3,3,2,3,#,1,#,5,#,5,#,2,2,#,6,6,#,6,#,4,#
21087,20210803,10,4,6,9,#,7,1,#,3,#,5,4,7,1,#,1,#,13,#,7,#,4,9,#,1,2,#,4,#,9,#
21088,20210805,3,10,5,8,#,1,3,#,2,#,8,3,6,1,#,10,#,2,#,9,#,10,2,#,1,2,#,2,#,1,#
21089,20210808,12,2,6,8,#,13,2,#,4,#,1,3,3,1,#,13,#,2,#,7,#,9,3,#,1,4,#,7,#,6,#
21090,20210810,2,7,3,3,#,1,7,#,2,#,8,7,9,3,#,2,#,20,#,10,#,14,3,#,1,6,#,8,#,3,#
21091,20210812,3,11,3,1,#,8,7,#,5,#,3,3,1,12,#,4,#,2,#,1,#,8,1,#,2,6,#,12,#,6,#
21092,20210815,11,10,5,1,#,3,6,#,3,#,10,19,12,8,#,7,#,12,#,11,#,14,18,#,3,10,#,5,#,10,#
21093,20210817,9,3,1,7,#,2,1,#,3,#,8,2,8,3,#,4,#,6,#,8,#,2,15,#,12,9,#,5,#,4,#
21094,20210819,2,4,18,1,#,2,3,#,5,#,2,7,1,4,#,1,#,5,#,4,#,1,2,#,4,2,#,2,#,5,#
21095,20210822,2,2,7,2,#,3,12,#,3,#,2,4,3,8,#,9,#,12,#,1,#,7,2,#,7,3,#,10,#,5,#
21096,20210824,7,5,1,6,#,7,6,#,1,#,6,4,4,11,#,7,#,14,#,3,#,2,2,#,4,5,#,9,#,8,#
21097,20210826,5,2,4,1,#,1,1,#,1,#,1,3,6,6,#,1,#,3,#,3,#,6,2,#,4,2,#,3,#,5,#
21098,20210829,8,1,15,4,#,5,3,#,4,#,5,5,14,7,#,13,#,3,#,3,#,4,2,#,3,1,#,4,#,6,#
21099,20210831,5,4,1,1,#,5,3,#,2,#,3,2,2,2,#,2,#,1,#,3,#,1,1,#,2,6,#,3,#,6,#
21100,20210902,2,3,2,1,#,1,1,#,2,#,3,1,2,1,#,3,#,1,#,1,#,3,2,#,1,1,#,1,#,3,#
21101,20210905,2,11,1,5,#,6,1,#,6,#,1,3,1,3,#,5,#,4,#,3,#,9,1,#,6,3,#,2,#,6,#
21102,20210907,6,1,3,2,#,5,3,#,4,#,4,2,2,2,#,5,#,1,#,8,#,1,3,#,1,1,#,5,#,9,#
21103,20210909,4,1,5,4,#,5,1,#,16,#,1,9,1,4,#,5,#,9,#,1,#,2,4,#,1,1,#,5,#,2,#
21104,20210912,3,3,4,3,#,3,3,#,7,#,2,12,2,2,#,11,#,5,#,3,#,2,3,#,1,1,#,10,#,2,#
21105,20210914,3,3,1,13,#,8,10,#,7,#,11,2,1,8,#,4,#,14,#,13,#,5,7,#,5,6,#,2,#,6,#
21106,20210916,2,4,1,4,#,3,5,#,4,#,2,5,11,3,#,7,#,3,#,4,#,6,2,#,6,2,#,3,#,5,#
21107,20210919,3,8,1,4,#,3,2,#,2,#,1,1,2,2,#,1,#,4,#,5,#,3,1,#,2,2,#,2,#,4,#
21108,20210921,13,7,1,7,#,4,6,#,8,#,4,4,1,12,#,8,#,9,#,2,#,7,7,#,5,3,#,8,#,3,#
21109,20210923,7,6,3,3,#,7,2,#,4,#,3,3,3,1,#,4,#,2,#,18,#,1,6,#,10,7,#,3,#,3,#
21110,20210926,2,7,7,3,#,3,2,#,1,#,6,3,15,13,#,7,#,4,#,1,#,8,7,#,3,1,#,3,#,7,#
21111,20210928,1,9,7,9,#,3,4,#,4,#,2,4,1,9,#,10,#,1,#,1,#,3,3,#,16,14,#,14,#,19,#
